model_version,horizon_windows,horizon_minutes,split,dimension,slice_value,actual_label,predicted_label,rows
classical_classification_v1,4,120,test,weekday,Monday,Severe,Heavy,55
classical_classification_v1,4,120,test,weekday,Monday,Severe,Severe,208
classical_classification_v1,4,120,test,weekday,Saturday,Free-flow,Free-flow,3211
classical_classification_v1,4,120,test,weekday,Saturday,Free-flow,Moderate,160
classical_classification_v1,4,120,test,weekday,Saturday,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weekday,Saturday,Free-flow,Severe,0
classical_classification_v1,4,120,test,weekday,Saturday,Moderate,Free-flow,78
classical_classification_v1,4,120,test,weekday,Saturday,Moderate,Moderate,1030
classical_classification_v1,4,120,test,weekday,Saturday,Moderate,Heavy,88
classical_classification_v1,4,120,test,weekday,Saturday,Moderate,Severe,0
classical_classification_v1,4,120,test,weekday,Saturday,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weekday,Saturday,Heavy,Moderate,83
classical_classification_v1,4,120,test,weekday,Saturday,Heavy,Heavy,42
classical_classification_v1,4,120,test,weekday,Saturday,Heavy,Severe,0
classical_classification_v1,4,120,test,weekday,Saturday,Severe,Free-flow,0
classical_classification_v1,4,120,test,weekday,Saturday,Severe,Moderate,3
classical_classification_v1,4,120,test,weekday,Saturday,Severe,Heavy,5
classical_classification_v1,4,120,test,weekday,Saturday,Severe,Severe,0
classical_classification_v1,4,120,test,weekday,Sunday,Free-flow,Free-flow,2846
classical_classification_v1,4,120,test,weekday,Sunday,Free-flow,Moderate,99
classical_classification_v1,4,120,test,weekday,Sunday,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weekday,Sunday,Free-flow,Severe,0
classical_classification_v1,4,120,test,weekday,Sunday,Moderate,Free-flow,47
classical_classification_v1,4,120,test,weekday,Sunday,Moderate,Moderate,499
classical_classification_v1,4,120,test,weekday,Sunday,Moderate,Heavy,49
classical_classification_v1,4,120,test,weekday,Sunday,Moderate,Severe,0
classical_classification_v1,4,120,test,weekday,Sunday,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weekday,Sunday,Heavy,Moderate,35
classical_classification_v1,4,120,test,weekday,Sunday,Heavy,Heavy,25
classical_classification_v1,4,120,test,weekday,Sunday,Heavy,Severe,0
classical_classification_v1,4,120,test,weekday,Sunday,Severe,Free-flow,0
classical_classification_v1,4,120,test,weekday,Sunday,Severe,Moderate,0
classical_classification_v1,4,120,test,weekday,Sunday,Severe,Heavy,0
classical_classification_v1,4,120,test,weekday,Sunday,Severe,Severe,0
classical_classification_v1,4,120,test,weekday,Thursday,Free-flow,Free-flow,1636
classical_classification_v1,4,120,test,weekday,Thursday,Free-flow,Moderate,127
classical_classification_v1,4,120,test,weekday,Thursday,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weekday,Thursday,Free-flow,Severe,0
classical_classification_v1,4,120,test,weekday,Thursday,Moderate,Free-flow,63
classical_classification_v1,4,120,test,weekday,Thursday,Moderate,Moderate,702
classical_classification_v1,4,120,test,weekday,Thursday,Moderate,Heavy,135
classical_classification_v1,4,120,test,weekday,Thursday,Moderate,Severe,9
classical_classification_v1,4,120,test,weekday,Thursday,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weekday,Thursday,Heavy,Moderate,43
classical_classification_v1,4,120,test,weekday,Thursday,Heavy,Heavy,273
classical_classification_v1,4,120,test,weekday,Thursday,Heavy,Severe,139
classical_classification_v1,4,120,test,weekday,Thursday,Severe,Free-flow,0
classical_classification_v1,4,120,test,weekday,Thursday,Severe,Moderate,0
classical_classification_v1,4,120,test,weekday,Thursday,Severe,Heavy,72
classical_classification_v1,4,120,test,weekday,Thursday,Severe,Severe,401
classical_classification_v1,4,120,test,weekday,Tuesday,Free-flow,Free-flow,1772
classical_classification_v1,4,120,test,weekday,Tuesday,Free-flow,Moderate,159
classical_classification_v1,4,120,test,weekday,Tuesday,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weekday,Tuesday,Free-flow,Severe,0
classical_classification_v1,4,120,test,weekday,Tuesday,Moderate,Free-flow,62
classical_classification_v1,4,120,test,weekday,Tuesday,Moderate,Moderate,698
classical_classification_v1,4,120,test,weekday,Tuesday,Moderate,Heavy,154
classical_classification_v1,4,120,test,weekday,Tuesday,Moderate,Severe,10
classical_classification_v1,4,120,test,weekday,Tuesday,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weekday,Tuesday,Heavy,Moderate,29
classical_classification_v1,4,120,test,weekday,Tuesday,Heavy,Heavy,283
classical_classification_v1,4,120,test,weekday,Tuesday,Heavy,Severe,157
classical_classification_v1,4,120,test,weekday,Tuesday,Severe,Free-flow,0
classical_classification_v1,4,120,test,weekday,Tuesday,Severe,Moderate,0
classical_classification_v1,4,120,test,weekday,Tuesday,Severe,Heavy,66
classical_classification_v1,4,120,test,weekday,Tuesday,Severe,Severe,210
classical_classification_v1,4,120,test,weekday,Wednesday,Free-flow,Free-flow,1791
classical_classification_v1,4,120,test,weekday,Wednesday,Free-flow,Moderate,157
classical_classification_v1,4,120,test,weekday,Wednesday,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weekday,Wednesday,Free-flow,Severe,0
classical_classification_v1,4,120,test,weekday,Wednesday,Moderate,Free-flow,73
classical_classification_v1,4,120,test,weekday,Wednesday,Moderate,Moderate,672
classical_classification_v1,4,120,test,weekday,Wednesday,Moderate,Heavy,173
classical_classification_v1,4,120,test,weekday,Wednesday,Moderate,Severe,17
classical_classification_v1,4,120,test,weekday,Wednesday,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weekday,Wednesday,Heavy,Moderate,23
classical_classification_v1,4,120,test,weekday,Wednesday,Heavy,Heavy,284
classical_classification_v1,4,120,test,weekday,Wednesday,Heavy,Severe,170
classical_classification_v1,4,120,test,weekday,Wednesday,Severe,Free-flow,0
classical_classification_v1,4,120,test,weekday,Wednesday,Severe,Moderate,0
classical_classification_v1,4,120,test,weekday,Wednesday,Severe,Heavy,48
classical_classification_v1,4,120,test,weekday,Wednesday,Severe,Severe,192
classical_classification_v1,4,120,test,weekday_type,weekday,Free-flow,Free-flow,9139
classical_classification_v1,4,120,test,weekday_type,weekday,Free-flow,Moderate,855
classical_classification_v1,4,120,test,weekday_type,weekday,Free-flow,Heavy,7
classical_classification_v1,4,120,test,weekday_type,weekday,Free-flow,Severe,0
classical_classification_v1,4,120,test,weekday_type,weekday,Moderate,Free-flow,359
classical_classification_v1,4,120,test,weekday_type,weekday,Moderate,Moderate,3577
classical_classification_v1,4,120,test,weekday_type,weekday,Moderate,Heavy,769
classical_classification_v1,4,120,test,weekday_type,weekday,Moderate,Severe,56
classical_classification_v1,4,120,test,weekday_type,weekday,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weekday_type,weekday,Heavy,Moderate,149
classical_classification_v1,4,120,test,weekday_type,weekday,Heavy,Heavy,1499
classical_classification_v1,4,120,test,weekday_type,weekday,Heavy,Severe,810
classical_classification_v1,4,120,test,weekday_type,weekday,Severe,Free-flow,0
classical_classification_v1,4,120,test,weekday_type,weekday,Severe,Moderate,1
classical_classification_v1,4,120,test,weekday_type,weekday,Severe,Heavy,308
classical_classification_v1,4,120,test,weekday_type,weekday,Severe,Severe,1246
classical_classification_v1,4,120,test,weekday_type,weekend,Free-flow,Free-flow,6057
classical_classification_v1,4,120,test,weekday_type,weekend,Free-flow,Moderate,259
classical_classification_v1,4,120,test,weekday_type,weekend,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weekday_type,weekend,Free-flow,Severe,0
classical_classification_v1,4,120,test,weekday_type,weekend,Moderate,Free-flow,125
classical_classification_v1,4,120,test,weekday_type,weekend,Moderate,Moderate,1529
classical_classification_v1,4,120,test,weekday_type,weekend,Moderate,Heavy,137
classical_classification_v1,4,120,test,weekday_type,weekend,Moderate,Severe,0
classical_classification_v1,4,120,test,weekday_type,weekend,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weekday_type,weekend,Heavy,Moderate,118
classical_classification_v1,4,120,test,weekday_type,weekend,Heavy,Heavy,67
classical_classification_v1,4,120,test,weekday_type,weekend,Heavy,Severe,0
classical_classification_v1,4,120,test,weekday_type,weekend,Severe,Free-flow,0
classical_classification_v1,4,120,test,weekday_type,weekend,Severe,Moderate,3
classical_classification_v1,4,120,test,weekday_type,weekend,Severe,Heavy,5
classical_classification_v1,4,120,test,weekday_type,weekend,Severe,Severe,0
classical_classification_v1,4,120,test,peak_status,evening_peak,Free-flow,Free-flow,1868
classical_classification_v1,4,120,test,peak_status,evening_peak,Free-flow,Moderate,239
classical_classification_v1,4,120,test,peak_status,evening_peak,Free-flow,Heavy,1
classical_classification_v1,4,120,test,peak_status,evening_peak,Free-flow,Severe,0
classical_classification_v1,4,120,test,peak_status,evening_peak,Moderate,Free-flow,52
classical_classification_v1,4,120,test,peak_status,evening_peak,Moderate,Moderate,828
classical_classification_v1,4,120,test,peak_status,evening_peak,Moderate,Heavy,154
classical_classification_v1,4,120,test,peak_status,evening_peak,Moderate,Severe,1
classical_classification_v1,4,120,test,peak_status,evening_peak,Heavy,Free-flow,0
classical_classification_v1,4,120,test,peak_status,evening_peak,Heavy,Moderate,34
classical_classification_v1,4,120,test,peak_status,evening_peak,Heavy,Heavy,234
classical_classification_v1,4,120,test,peak_status,evening_peak,Heavy,Severe,12
classical_classification_v1,4,120,test,peak_status,evening_peak,Severe,Free-flow,0
classical_classification_v1,4,120,test,peak_status,evening_peak,Severe,Moderate,0
classical_classification_v1,4,120,test,peak_status,evening_peak,Severe,Heavy,16
classical_classification_v1,4,120,test,peak_status,evening_peak,Severe,Severe,11
classical_classification_v1,4,120,test,peak_status,morning_peak,Free-flow,Free-flow,689
classical_classification_v1,4,120,test,peak_status,morning_peak,Free-flow,Moderate,235
classical_classification_v1,4,120,test,peak_status,morning_peak,Free-flow,Heavy,4
classical_classification_v1,4,120,test,peak_status,morning_peak,Free-flow,Severe,0
classical_classification_v1,4,120,test,peak_status,morning_peak,Moderate,Free-flow,87
classical_classification_v1,4,120,test,peak_status,morning_peak,Moderate,Moderate,1123
classical_classification_v1,4,120,test,peak_status,morning_peak,Moderate,Heavy,282
classical_classification_v1,4,120,test,peak_status,morning_peak,Moderate,Severe,9
classical_classification_v1,4,120,test,peak_status,morning_peak,Heavy,Free-flow,0
classical_classification_v1,4,120,test,peak_status,morning_peak,Heavy,Moderate,59
classical_classification_v1,4,120,test,peak_status,morning_peak,Heavy,Heavy,384
classical_classification_v1,4,120,test,peak_status,morning_peak,Heavy,Severe,136
classical_classification_v1,4,120,test,peak_status,morning_peak,Severe,Free-flow,0
classical_classification_v1,4,120,test,peak_status,morning_peak,Severe,Moderate,0
classical_classification_v1,4,120,test,peak_status,morning_peak,Severe,Heavy,86
classical_classification_v1,4,120,test,peak_status,morning_peak,Severe,Severe,281
classical_classification_v1,4,120,test,peak_status,off_peak,Free-flow,Free-flow,12639
classical_classification_v1,4,120,test,peak_status,off_peak,Free-flow,Moderate,640
classical_classification_v1,4,120,test,peak_status,off_peak,Free-flow,Heavy,2
classical_classification_v1,4,120,test,peak_status,off_peak,Free-flow,Severe,0
classical_classification_v1,4,120,test,peak_status,off_peak,Moderate,Free-flow,345
classical_classification_v1,4,120,test,peak_status,off_peak,Moderate,Moderate,3155
classical_classification_v1,4,120,test,peak_status,off_peak,Moderate,Heavy,470
classical_classification_v1,4,120,test,peak_status,off_peak,Moderate,Severe,46
classical_classification_v1,4,120,test,peak_status,off_peak,Heavy,Free-flow,0
classical_classification_v1,4,120,test,peak_status,off_peak,Heavy,Moderate,174
classical_classification_v1,4,120,test,peak_status,off_peak,Heavy,Heavy,948
classical_classification_v1,4,120,test,peak_status,off_peak,Heavy,Severe,662
classical_classification_v1,4,120,test,peak_status,off_peak,Severe,Free-flow,0
classical_classification_v1,4,120,test,peak_status,off_peak,Severe,Moderate,4
classical_classification_v1,4,120,test,peak_status,off_peak,Severe,Heavy,211
classical_classification_v1,4,120,test,peak_status,off_peak,Severe,Severe,954
classical_classification_v1,4,120,test,weather_condition,Clear,Free-flow,Free-flow,11680
classical_classification_v1,4,120,test,weather_condition,Clear,Free-flow,Moderate,860
classical_classification_v1,4,120,test,weather_condition,Clear,Free-flow,Heavy,7
classical_classification_v1,4,120,test,weather_condition,Clear,Free-flow,Severe,0
classical_classification_v1,4,120,test,weather_condition,Clear,Moderate,Free-flow,334
classical_classification_v1,4,120,test,weather_condition,Clear,Moderate,Moderate,3834
classical_classification_v1,4,120,test,weather_condition,Clear,Moderate,Heavy,635
classical_classification_v1,4,120,test,weather_condition,Clear,Moderate,Severe,36
classical_classification_v1,4,120,test,weather_condition,Clear,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Clear,Heavy,Moderate,210
classical_classification_v1,4,120,test,weather_condition,Clear,Heavy,Heavy,1137
classical_classification_v1,4,120,test,weather_condition,Clear,Heavy,Severe,555
classical_classification_v1,4,120,test,weather_condition,Clear,Severe,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Clear,Severe,Moderate,4
classical_classification_v1,4,120,test,weather_condition,Clear,Severe,Heavy,237
classical_classification_v1,4,120,test,weather_condition,Clear,Severe,Severe,834
classical_classification_v1,4,120,test,weather_condition,Cloudy,Free-flow,Free-flow,2302
classical_classification_v1,4,120,test,weather_condition,Cloudy,Free-flow,Moderate,167
classical_classification_v1,4,120,test,weather_condition,Cloudy,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weather_condition,Cloudy,Free-flow,Severe,0
classical_classification_v1,4,120,test,weather_condition,Cloudy,Moderate,Free-flow,71
classical_classification_v1,4,120,test,weather_condition,Cloudy,Moderate,Moderate,764
classical_classification_v1,4,120,test,weather_condition,Cloudy,Moderate,Heavy,166
classical_classification_v1,4,120,test,weather_condition,Cloudy,Moderate,Severe,10
classical_classification_v1,4,120,test,weather_condition,Cloudy,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Cloudy,Heavy,Moderate,38
classical_classification_v1,4,120,test,weather_condition,Cloudy,Heavy,Heavy,311
classical_classification_v1,4,120,test,weather_condition,Cloudy,Heavy,Severe,177
classical_classification_v1,4,120,test,weather_condition,Cloudy,Severe,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Cloudy,Severe,Moderate,0
classical_classification_v1,4,120,test,weather_condition,Cloudy,Severe,Heavy,61
classical_classification_v1,4,120,test,weather_condition,Cloudy,Severe,Severe,341
classical_classification_v1,4,120,test,weather_condition,Fog,Free-flow,Free-flow,34
classical_classification_v1,4,120,test,weather_condition,Fog,Free-flow,Moderate,2
classical_classification_v1,4,120,test,weather_condition,Fog,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weather_condition,Fog,Free-flow,Severe,0
classical_classification_v1,4,120,test,weather_condition,Fog,Moderate,Free-flow,6
classical_classification_v1,4,120,test,weather_condition,Fog,Moderate,Moderate,41
classical_classification_v1,4,120,test,weather_condition,Fog,Moderate,Heavy,18
classical_classification_v1,4,120,test,weather_condition,Fog,Moderate,Severe,0
classical_classification_v1,4,120,test,weather_condition,Fog,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Fog,Heavy,Moderate,10
classical_classification_v1,4,120,test,weather_condition,Fog,Heavy,Heavy,10
classical_classification_v1,4,120,test,weather_condition,Fog,Heavy,Severe,19
classical_classification_v1,4,120,test,weather_condition,Fog,Severe,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Fog,Severe,Moderate,0
classical_classification_v1,4,120,test,weather_condition,Fog,Severe,Heavy,2
classical_classification_v1,4,120,test,weather_condition,Fog,Severe,Severe,24
classical_classification_v1,4,120,test,weather_condition,Overcast,Free-flow,Free-flow,467
classical_classification_v1,4,120,test,weather_condition,Overcast,Free-flow,Moderate,36
classical_classification_v1,4,120,test,weather_condition,Overcast,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weather_condition,Overcast,Free-flow,Severe,0
classical_classification_v1,4,120,test,weather_condition,Overcast,Moderate,Free-flow,30
classical_classification_v1,4,120,test,weather_condition,Overcast,Moderate,Moderate,274
classical_classification_v1,4,120,test,weather_condition,Overcast,Moderate,Heavy,33
classical_classification_v1,4,120,test,weather_condition,Overcast,Moderate,Severe,0
classical_classification_v1,4,120,test,weather_condition,Overcast,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Overcast,Heavy,Moderate,5
classical_classification_v1,4,120,test,weather_condition,Overcast,Heavy,Heavy,67
classical_classification_v1,4,120,test,weather_condition,Overcast,Heavy,Severe,17
classical_classification_v1,4,120,test,weather_condition,Overcast,Severe,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Overcast,Severe,Moderate,0
classical_classification_v1,4,120,test,weather_condition,Overcast,Severe,Heavy,7
classical_classification_v1,4,120,test,weather_condition,Overcast,Severe,Severe,34
classical_classification_v1,4,120,test,weather_condition,Rain,Free-flow,Free-flow,713
classical_classification_v1,4,120,test,weather_condition,Rain,Free-flow,Moderate,49
classical_classification_v1,4,120,test,weather_condition,Rain,Free-flow,Heavy,0
classical_classification_v1,4,120,test,weather_condition,Rain,Free-flow,Severe,0
classical_classification_v1,4,120,test,weather_condition,Rain,Moderate,Free-flow,43
classical_classification_v1,4,120,test,weather_condition,Rain,Moderate,Moderate,193
classical_classification_v1,4,120,test,weather_condition,Rain,Moderate,Heavy,54
classical_classification_v1,4,120,test,weather_condition,Rain,Moderate,Severe,10
classical_classification_v1,4,120,test,weather_condition,Rain,Heavy,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Rain,Heavy,Moderate,4
classical_classification_v1,4,120,test,weather_condition,Rain,Heavy,Heavy,41
classical_classification_v1,4,120,test,weather_condition,Rain,Heavy,Severe,42
classical_classification_v1,4,120,test,weather_condition,Rain,Severe,Free-flow,0
classical_classification_v1,4,120,test,weather_condition,Rain,Severe,Moderate,0
classical_classification_v1,4,120,test,weather_condition,Rain,Severe,Heavy,6
classical_classification_v1,4,120,test,weather_condition,Rain,Severe,Severe,13
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Free-flow,Free-flow,15196
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Free-flow,Moderate,1114
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Free-flow,Heavy,7
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Free-flow,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Moderate,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Moderate,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Moderate,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Moderate,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Heavy,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Heavy,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Heavy,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Heavy,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Severe,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Severe,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Severe,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Free-flow,Severe,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Free-flow,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Free-flow,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Free-flow,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Free-flow,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Moderate,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Moderate,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Moderate,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Moderate,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Heavy,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Heavy,Moderate,267
classical_classification_v1,4,120,test,actual_congestion,Heavy,Heavy,Heavy,1566
classical_classification_v1,4,120,test,actual_congestion,Heavy,Heavy,Severe,810
classical_classification_v1,4,120,test,actual_congestion,Heavy,Severe,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Severe,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Severe,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Heavy,Severe,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Free-flow,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Free-flow,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Free-flow,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Free-flow,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Moderate,Free-flow,484
classical_classification_v1,4,120,test,actual_congestion,Moderate,Moderate,Moderate,5106
classical_classification_v1,4,120,test,actual_congestion,Moderate,Moderate,Heavy,906
classical_classification_v1,4,120,test,actual_congestion,Moderate,Moderate,Severe,56
classical_classification_v1,4,120,test,actual_congestion,Moderate,Heavy,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Heavy,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Heavy,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Heavy,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Severe,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Severe,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Severe,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Moderate,Severe,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Free-flow,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Free-flow,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Free-flow,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Free-flow,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Moderate,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Moderate,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Moderate,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Moderate,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Heavy,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Heavy,Moderate,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Heavy,Heavy,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Heavy,Severe,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Severe,Free-flow,0
classical_classification_v1,4,120,test,actual_congestion,Severe,Severe,Moderate,4
classical_classification_v1,4,120,test,actual_congestion,Severe,Severe,Heavy,313
classical_classification_v1,4,120,test,actual_congestion,Severe,Severe,Severe,1246
classical_classification_v1,4,120,validation,overall,all,Free-flow,Free-flow,15101
classical_classification_v1,4,120,validation,overall,all,Free-flow,Moderate,1216
classical_classification_v1,4,120,validation,overall,all,Free-flow,Heavy,167
classical_classification_v1,4,120,validation,overall,all,Free-flow,Severe,2
classical_classification_v1,4,120,validation,overall,all,Moderate,Free-flow,459
classical_classification_v1,4,120,validation,overall,all,Moderate,Moderate,5098
classical_classification_v1,4,120,validation,overall,all,Moderate,Heavy,964
classical_classification_v1,4,120,validation,overall,all,Moderate,Severe,73
classical_classification_v1,4,120,validation,overall,all,Heavy,Free-flow,1
classical_classification_v1,4,120,validation,overall,all,Heavy,Moderate,246
classical_classification_v1,4,120,validation,overall,all,Heavy,Heavy,1559
classical_classification_v1,4,120,validation,overall,all,Heavy,Severe,760
classical_classification_v1,4,120,validation,overall,all,Severe,Free-flow,0
classical_classification_v1,4,120,validation,overall,all,Severe,Moderate,4
classical_classification_v1,4,120,validation,overall,all,Severe,Heavy,315
classical_classification_v1,4,120,validation,overall,all,Severe,Severe,1110
classical_classification_v1,4,120,validation,road_id,NL-001,Free-flow,Free-flow,649
classical_classification_v1,4,120,validation,road_id,NL-001,Free-flow,Moderate,46
classical_classification_v1,4,120,validation,road_id,NL-001,Free-flow,Heavy,5
classical_classification_v1,4,120,validation,road_id,NL-001,Free-flow,Severe,0
classical_classification_v1,4,120,validation,road_id,NL-001,Moderate,Free-flow,24
classical_classification_v1,4,120,validation,road_id,NL-001,Moderate,Moderate,163
classical_classification_v1,4,120,validation,road_id,NL-001,Moderate,Heavy,41
classical_classification_v1,4,120,validation,road_id,NL-001,Moderate,Severe,1
classical_classification_v1,4,120,validation,road_id,NL-001,Heavy,Free-flow,0
classical_classification_v1,4,120,validation,road_id,NL-001,Heavy,Moderate,9
classical_classification_v1,4,120,validation,road_id,NL-001,Heavy,Heavy,61
classical_classification_v1,4,120,validation,road_id,NL-001,Heavy,Severe,36
classical_classification_v1,4,120,validation,road_id,NL-001,Severe,Free-flow,0
classical_classification_v1,4,120,validation,road_id,NL-001,Severe,Moderate,0
classical_classification_v1,4,120,validation,road_id,NL-001,Severe,Heavy,9
classical_classification_v1,4,120,validation,road_id,NL-001,Severe,Severe,39
classical_classification_v1,4,120,validation,road_id,NL-002,Free-flow,Free-flow,579
classical_classification_v1,4,120,validation,road_id,NL-002,Free-flow,Moderate,59
classical_classification_v1,4,120,validation,road_id,NL-002,Free-flow,Heavy,8
classical_classification_v1,4,120,validation,road_id,NL-002,Free-flow,Severe,1
classical_classification_v1,4,120,validation,road_id,NL-002,Moderate,Free-flow,19
classical_classification_v1,4,120,validation,road_id,NL-002,Moderate,Moderate,211
classical_classification_v1,4,120,validation,road_id,NL-002,Moderate,Heavy,38
classical_classification_v1,4,120,validation,road_id,NL-002,Moderate,Severe,6
classical_classification_v1,4,120,validation,road_id,NL-002,Heavy,Free-flow,0
classical_classification_v1,4,120,validation,road_id,NL-002,Heavy,Moderate,10
classical_classification_v1,4,120,validation,road_id,NL-002,Heavy,Heavy,65
classical_classification_v1,4,120,validation,road_id,NL-002,Heavy,Severe,23
classical_classification_v1,4,120,validation,road_id,NL-002,Severe,Free-flow,0
classical_classification_v1,4,120,validation,road_id,NL-002,Severe,Moderate,0
classical_classification_v1,4,120,validation,road_id,NL-002,Severe,Heavy,14
classical_classification_v1,4,120,validation,road_id,NL-002,Severe,Severe,50
classical_classification_v1,4,120,validation,road_id,NL-003,Free-flow,Free-flow,555
classical_classification_v1,4,120,validation,road_id,NL-003,Free-flow,Moderate,51
classical_classification_v1,4,120,validation,road_id,NL-003,Free-flow,Heavy,8
classical_classification_v1,4,120,validation,road_id,NL-003,Free-flow,Severe,0
classical_classification_v1,4,120,validation,road_id,NL-003,Moderate,Free-flow,33
classical_classification_v1,4,120,validation,road_id,NL-003,Moderate,Moderate,223
classical_classification_v1,4,120,validation,road_id,NL-003,Moderate,Heavy,30
classical_classification_v1,4,120,validation,road_id,NL-003,Moderate,Severe,2
classical_classification_v1,4,120,validation,road_id,NL-003,Heavy,Free-flow,0
classical_classification_v1,4,120,validation,road_id,NL-003,Heavy,Moderate,16
classical_classification_v1,4,120,validation,road_id,NL-003,Heavy,Heavy,69
classical_classification_v1,4,120,validation,road_id,NL-003,Heavy,Severe,30
classical_classification_v1,4,120,validation,road_id,NL-003,Severe,Free-flow,0
classical_classification_v1,4,120,validation,road_id,NL-003,Severe,Moderate,0
classical_classification_v1,4,120,validation,road_id,NL-003,Severe,Heavy,21
classical_classification_v1,4,120,validation,road_id,NL-003,Severe,Severe,45
classical_classification_v1,4,120,validation,road_id,NL-004,Free-flow,Free-flow,537
classical_classification_v1,4,120,validation,road_id,NL-004,Free-flow,Moderate,33
classical_classification_v1,4,120,validation,road_id,NL-004,Free-flow,Heavy,2
